year,datetime,stage,stadium,city,team_name,team_goals,playing_against,win_conditions,attendance,referee,assistant_1,assistant_2,round_id,match_id,win,response
2010,18 Jun 2010 - 16:00,Group C,Ellis Park Stadium,Johannesburg,USA,2,Slovenia,NA,45573,Koman COULIBALY (MLI),ACHIK Redouane (MAR),MANUEL CANDIDO Inacio (ANG),249722,300061463,yes,1
2010,18 Jun 2010 - 20:30,Group C,Cape Town Stadium,Cape Town,England,0,Algeria,NA,64100,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061464,no,0
2010,18 Jun 2010 - 20:30,Group C,Cape Town Stadium,Cape Town,Algeria,0,England,NA,64100,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061464,yes,1
2010,13 Jun 2010 - 13:30,Group C,Peter Mokaba Stadium,Polokwane,Algeria,0,Slovenia,NA,30325,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061465,no,0
2010,13 Jun 2010 - 13:30,Group C,Peter Mokaba Stadium,Polokwane,Slovenia,1,Algeria,NA,30325,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061465,yes,1
2010,12 Jun 2010 - 20:30,Group C,Royal Bafokeng Sports Palace,Phokeng,England,1,USA,NA,38646,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061466,no,0
2010,12 Jun 2010 - 20:30,Group C,Royal Bafokeng Sports Palace,Phokeng,USA,1,England,NA,38646,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061466,yes,1
2010,23 Jun 2010 - 20:30,Group D,Mbombela Stadium,Nelspruit,Australia,2,Serbia,NA,37836,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061467,yes,1
2010,23 Jun 2010 - 20:30,Group D,Mbombela Stadium,Nelspruit,Serbia,1,Australia,NA,37836,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061467,no,0
2010,23 Jun 2010 - 20:30,Group D,Soccer City Stadium,Johannesburg,Ghana,0,Germany,NA,83391,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061468,no,0
2010,23 Jun 2010 - 20:30,Group D,Soccer City Stadium,Johannesburg,Germany,1,Ghana,NA,83391,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061468,yes,1
2010,19 Jun 2010 - 16:00,Group D,Royal Bafokeng Sports Palace,Phokeng,Ghana,1,Australia,NA,34812,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722,300061469,no,0
2010,19 Jun 2010 - 16:00,Group D,Royal Bafokeng Sports Palace,Phokeng,Australia,1,Ghana,NA,34812,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722,300061469,yes,1
2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Germany,0,Serbia,NA,38294,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061470,no,0
2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Serbia,1,Germany,NA,38294,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061470,yes,1
2010,13 Jun 2010 - 16:00,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria,Serbia,0,Ghana,NA,38833,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061471,no,0
2010,13 Jun 2010 - 16:00,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria,Ghana,1,Serbia,NA,38833,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061471,yes,1
2010,24 Jun 2010 - 20:30,Group E,Cape Town Stadium,Cape Town,Cameroon,1,Netherlands,NA,63093,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061473,no,0
2010,24 Jun 2010 - 20:30,Group E,Cape Town Stadium,Cape Town,Netherlands,2,Cameroon,NA,63093,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061473,yes,1
2010,24 Jun 2010 - 20:30,Group E,Royal Bafokeng Sports Palace,Phokeng,Denmark,1,Japan,NA,27967,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061474,no,0
2010,24 Jun 2010 - 20:30,Group E,Royal Bafokeng Sports Palace,Phokeng,Japan,3,Denmark,NA,27967,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061474,yes,1
2010,19 Jun 2010 - 20:30,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria,Cameroon,1,Denmark,NA,38074,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061475,no,0
2010,19 Jun 2010 - 20:30,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria,Denmark,2,Cameroon,NA,38074,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061475,yes,1
2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Mangaung/Bloemfontein,Japan,1,Cameroon,NA,30620,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300061477,yes,1
2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Mangaung/Bloemfontein,Cameroon,0,Japan,NA,30620,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300061477,no,0
2010,14 Jun 2010 - 13:30,Group E,Soccer City Stadium,Johannesburg,Netherlands,2,Denmark,NA,83465,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061478,yes,1
2010,14 Jun 2010 - 13:30,Group E,Soccer City Stadium,Johannesburg,Denmark,0,Netherlands,NA,83465,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061478,no,0
2010,24 Jun 2010 - 16:00,Group F,Peter Mokaba Stadium,Polokwane,Paraguay,0,New Zealand,NA,34850,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061479,no,0
2010,24 Jun 2010 - 16:00,Group F,Peter Mokaba Stadium,Polokwane,New Zealand,0,Paraguay,NA,34850,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061479,yes,1
2010,24 Jun 2010 - 16:00,Group F,Ellis Park Stadium,Johannesburg,Slovakia,3,Italy,NA,53412,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300061480,yes,1
2010,24 Jun 2010 - 16:00,Group F,Ellis Park Stadium,Johannesburg,Italy,2,Slovakia,NA,53412,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300061480,no,0
2010,20 Jun 2010 - 13:30,Group F,Free State Stadium,Mangaung/Bloemfontein,Slovakia,0,Paraguay,NA,26643,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061481,no,0
2010,20 Jun 2010 - 13:30,Group F,Free State Stadium,Mangaung/Bloemfontein,Paraguay,2,Slovakia,NA,26643,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061481,yes,1
2010,20 Jun 2010 - 16:00,Group F,Mbombela Stadium,Nelspruit,Italy,1,New Zealand,NA,38229,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061482,no,0
2010,20 Jun 2010 - 16:00,Group F,Mbombela Stadium,Nelspruit,New Zealand,1,Italy,NA,38229,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061482,yes,1
2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,Phokeng,New Zealand,1,Slovakia,NA,23871,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061483,no,0
2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,Phokeng,Slovakia,1,New Zealand,NA,23871,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061483,yes,1
2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Cape Town,Italy,1,Paraguay,NA,62869,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300061484,no,0
2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Cape Town,Paraguay,1,Italy,NA,62869,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300061484,yes,1
2010,25 Jun 2010 - 16:00,Group G,Mbombela Stadium,Nelspruit,Korea DPR,0,Côte d'Ivoire,NA,34763,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061486,no,0
2010,25 Jun 2010 - 16:00,Group G,Mbombela Stadium,Nelspruit,Côte d'Ivoire,3,Korea DPR,NA,34763,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061486,no,0
2010,21 Jun 2010 - 13:30,Group G,Cape Town Stadium,Cape Town,Portugal,7,Korea DPR,NA,63644,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061487,yes,1
2010,21 Jun 2010 - 13:30,Group G,Cape Town Stadium,Cape Town,Korea DPR,0,Portugal,NA,63644,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061487,no,0
2010,20 Jun 2010 - 20:30,Group G,Soccer City Stadium,Johannesburg,Brazil,3,Côte d'Ivoire,NA,84455,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061488,yes,1
2010,20 Jun 2010 - 20:30,Group G,Soccer City Stadium,Johannesburg,Côte d'Ivoire,1,Brazil,NA,84455,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061488,no,0
2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Côte d'Ivoire,0,Portugal,NA,37034,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061489,no,0
2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Portugal,0,Côte d'Ivoire,NA,37034,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061489,yes,1
2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Johannesburg,Brazil,2,Korea DPR,NA,54331,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,yes,1
2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Johannesburg,Korea DPR,1,Brazil,NA,54331,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,no,0
2010,25 Jun 2010 - 20:30,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria,Chile,1,Spain,NA,41958,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300061491,no,0
2010,25 Jun 2010 - 20:30,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria,Spain,2,Chile,NA,41958,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300061491,yes,1
2010,25 Jun 2010 - 20:30,Group H,Free State Stadium,Mangaung/Bloemfontein,Switzerland,0,Honduras,NA,28042,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061492,no,0
2010,25 Jun 2010 - 20:30,Group H,Free State Stadium,Mangaung/Bloemfontein,Honduras,0,Switzerland,NA,28042,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061492,yes,1
2010,21 Jun 2010 - 16:00,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Chile,1,Switzerland,NA,34872,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061493,yes,1
2010,21 Jun 2010 - 16:00,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Switzerland,0,Chile,NA,34872,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061493,no,0
2010,21 Jun 2010 - 20:30,Group H,Ellis Park Stadium,Johannesburg,Spain,2,Honduras,NA,54386,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061494,yes,1
2010,21 Jun 2010 - 20:30,Group H,Ellis Park Stadium,Johannesburg,Honduras,0,Spain,NA,54386,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061494,no,0
2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Nelspruit,Honduras,0,Chile,NA,32664,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061495,no,0
2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Nelspruit,Chile,1,Honduras,NA,32664,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061495,yes,1
2010,29 Jun 2010 - 16:00,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria,Paraguay,0,Japan,Paraguay win on penalties (5 - 3),36742,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249717,300061497,no,0
2010,29 Jun 2010 - 16:00,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria,Japan,0,Paraguay,Paraguay win on penalties (5 - 3),36742,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249717,300061497,yes,1
2010,29 Jun 2010 - 20:30,Round of 16,Cape Town Stadium,Cape Town,Spain,1,Portugal,NA,62955,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249717,300061498,yes,1
2010,29 Jun 2010 - 20:30,Round of 16,Cape Town Stadium,Cape Town,Portugal,0,Spain,NA,62955,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249717,300061498,no,0
2010,28 Jun 2010 - 20:30,Round of 16,Ellis Park Stadium,Johannesburg,Brazil,3,Chile,NA,54096,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249717,300061500,yes,1
2010,28 Jun 2010 - 20:30,Round of 16,Ellis Park Stadium,Johannesburg,Chile,0,Brazil,NA,54096,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249717,300061500,no,0
2010,27 Jun 2010 - 16:00,Round of 16,Free State Stadium,Mangaung/Bloemfontein,Germany,4,England,NA,40510,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249717,300061501,yes,1
2010,27 Jun 2010 - 16:00,Round of 16,Free State Stadium,Mangaung/Bloemfontein,England,1,Germany,NA,40510,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249717,300061501,no,0
2010,27 Jun 2010 - 20:30,Round of 16,Soccer City Stadium,Johannesburg,Argentina,3,Mexico,NA,84377,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249717,300061502,yes,1
2010,27 Jun 2010 - 20:30,Round of 16,Soccer City Stadium,Johannesburg,Mexico,1,Argentina,NA,84377,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249717,300061502,no,0
2010,26 Jun 2010 - 20:30,Round of 16,Royal Bafokeng Sports Palace,Phokeng,USA,1,Ghana,Ghana win after extra time,34976,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249717,300061503,no,0
2010,26 Jun 2010 - 20:30,Round of 16,Royal Bafokeng Sports Palace,Phokeng,Ghana,2,USA,Ghana win after extra time,34976,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249717,300061503,yes,1
2010,26 Jun 2010 - 16:00,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Uruguay,2,Korea Republic,NA,30597,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249717,300061504,yes,1
2010,26 Jun 2010 - 16:00,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Korea Republic,1,Uruguay,NA,30597,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249717,300061504,no,0
2010,03 Jul 2010 - 16:00,Quarter-finals,Cape Town Stadium,Cape Town,Argentina,0,Germany,NA,64100,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249718,300061505,no,0
2010,03 Jul 2010 - 16:00,Quarter-finals,Cape Town Stadium,Cape Town,Germany,4,Argentina,NA,64100,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249718,300061505,yes,1
2010,03 Jul 2010 - 20:30,Quarter-finals,Ellis Park Stadium,Johannesburg,Paraguay,0,Spain,NA,55359,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249718,300061506,no,0
2010,03 Jul 2010 - 20:30,Quarter-finals,Ellis Park Stadium,Johannesburg,Spain,1,Paraguay,NA,55359,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249718,300061506,yes,1
2010,02 Jul 2010 - 16:00,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Netherlands,2,Brazil,NA,40186,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249718,300061507,yes,1
2010,02 Jul 2010 - 16:00,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Brazil,1,Netherlands,NA,40186,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249718,300061507,no,0
2010,02 Jul 2010 - 20:30,Quarter-finals,Soccer City Stadium,Johannesburg,Uruguay,1,Ghana,Uruguay win on penalties (4 - 2),84017,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718,300061508,no,0
2010,02 Jul 2010 - 20:30,Quarter-finals,Soccer City Stadium,Johannesburg,Ghana,1,Uruguay,Uruguay win on penalties (4 - 2),84017,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718,300061508,yes,1
2010,11 Jul 2010 - 20:30,Final,Soccer City Stadium,Johannesburg,Netherlands,0,Spain,Spain win after extra time,84490,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249721,300061509,no,0
2010,11 Jul 2010 - 20:30,Final,Soccer City Stadium,Johannesburg,Spain,1,Netherlands,Spain win after extra time,84490,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249721,300061509,yes,1
2010,10 Jul 2010 - 20:30,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Uruguay,2,Germany,NA,36254,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249720,300061510,no,0
2010,10 Jul 2010 - 20:30,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,Germany,3,Uruguay,NA,36254,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249720,300061510,yes,1
2010,06 Jul 2010 - 20:30,Semi-finals,Cape Town Stadium,Cape Town,Uruguay,2,Netherlands,NA,62479,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719,300061512,no,0
2010,06 Jul 2010 - 20:30,Semi-finals,Cape Town Stadium,Cape Town,Netherlands,3,Uruguay,NA,62479,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719,300061512,yes,1
2010,25 Jun 2010 - 16:00,Group G,Durban Stadium,Durban,Portugal,0,Brazil,NA,62712,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300111111,no,0
2010,25 Jun 2010 - 16:00,Group G,Durban Stadium,Durban,Brazil,0,Portugal,NA,62712,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300111111,yes,1
2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Durban,Spain,0,Switzerland,NA,62453,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300111112,no,0
2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Durban,Switzerland,1,Spain,NA,62453,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300111112,yes,1
2010,28 Jun 2010 - 16:00,Round of 16,Durban Stadium,Durban,Netherlands,2,Slovakia,NA,61962,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717,300111113,yes,1
2010,28 Jun 2010 - 16:00,Round of 16,Durban Stadium,Durban,Slovakia,1,Netherlands,NA,61962,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717,300111113,no,0
2010,07 Jul 2010 - 20:30,Semi-finals,Durban Stadium,Durban,Germany,0,Spain,NA,60960,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249719,300111114,no,0
2010,07 Jul 2010 - 20:30,Semi-finals,Durban Stadium,Durban,Spain,1,Germany,NA,60960,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249719,300111114,yes,1
2010,22 Jun 2010 - 20:30,Group B,Durban Stadium,Durban,Nigeria,2,Korea Republic,NA,61874,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300111115,no,0
2010,22 Jun 2010 - 20:30,Group B,Durban Stadium,Durban,Korea Republic,2,Nigeria,NA,61874,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300111115,yes,1
2010,13 Jun 2010 - 20:30,Group D,Durban Stadium,Durban,Germany,4,Australia,NA,62660,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300111116,yes,1
2010,13 Jun 2010 - 20:30,Group D,Durban Stadium,Durban,Australia,0,Germany,NA,62660,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300111116,no,0
2010,19 Jun 2010 - 13:30,Group E,Durban Stadium,Durban,Netherlands,1,Japan,NA,62010,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300111117,yes,1
2010,19 Jun 2010 - 13:30,Group E,Durban Stadium,Durban,Japan,0,Netherlands,NA,62010,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300111117,no,0
2014,23 Jun 2014 - 17:00,Group A,Arena Pernambuco,Recife,Croatia,1,Mexico,NA,41212,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),255931,300186452,no,0
2014,23 Jun 2014 - 17:00,Group A,Arena Pernambuco,Recife,Mexico,3,Croatia,NA,41212,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),255931,300186452,yes,1
2014,18 Jun 2014 - 18:00,Group A,Arena Amazonia,Manaus,Cameroon,0,Croatia,NA,39982,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931,300186453,no,0
2014,18 Jun 2014 - 18:00,Group A,Arena Amazonia,Manaus,Croatia,4,Cameroon,NA,39982,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931,300186453,yes,1
2014,19 Jun 2014 - 19:00,Group C,Estadio das Dunas,Natal,Japan,0,Greece,NA,39485,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931,300186454,no,0
2014,19 Jun 2014 - 19:00,Group C,Estadio das Dunas,Natal,Greece,0,Japan,NA,39485,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931,300186454,yes,1
2014,24 Jun 2014 - 17:00,Group C,Estadio Castelao,Fortaleza,Greece,2,Côte d'Ivoire,NA,59095,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),255931,300186455,yes,1
2014,24 Jun 2014 - 17:00,Group C,Estadio Castelao,Fortaleza,Côte d'Ivoire,1,Greece,NA,59095,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),255931,300186455,no,0
2014,12 Jun 2014 - 17:00,Group A,Arena de Sao Paulo,Sao Paulo,Brazil,3,Croatia,NA,62103,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),NAGI Toshiyuki (JPN),255931,300186456,yes,1
2014,12 Jun 2014 - 17:00,Group A,Arena de Sao Paulo,Sao Paulo,Croatia,1,Brazil,NA,62103,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),NAGI Toshiyuki (JPN),255931,300186456,no,0
2014,24 Jun 2014 - 16:00,Group C,Arena Pantanal,Cuiaba,Japan,1,Colombia,NA,40340,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931,300186457,no,0
2014,24 Jun 2014 - 16:00,Group C,Arena Pantanal,Cuiaba,Colombia,4,Japan,NA,40340,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931,300186457,yes,1
2014,25 Jun 2014 - 13:00,Group F,Estadio Beira-Rio,Porto Alegre,Nigeria,2,Argentina,NA,43285,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931,300186458,no,0
2014,25 Jun 2014 - 13:00,Group F,Estadio Beira-Rio,Porto Alegre,Argentina,3,Nigeria,NA,43285,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931,300186458,yes,1
2014,29 Jun 2014 - 17:00,Round of 16,Arena Pernambuco,Recife,Costa Rica,1,Greece,Costa Rica win on penalties (5 - 3),41242,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255951,300186459,no,0
2014,29 Jun 2014 - 17:00,Round of 16,Arena Pernambuco,Recife,Costa Rica,1,Greece,Costa Rica win on penalties (5 - 3),41242,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255951,300186459,no,0
2014,29 Jun 2014 - 17:00,Round of 16,Arena Pernambuco,Recife,Greece,1,Costa Rica,Costa Rica win on penalties (5 - 3),41242,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255951,300186459,yes,1
