year,datetime,stage,stadium,city,team_name,team_goals,playing_against,win_conditions,attendance,referee,assistant_1,assistant_2,round_id,match_id,win,response
1978,07 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,Scotland,1,IR Iran,NA,7938,NDIAYE Youssou (SEN),RAINEA Nicolae (ROU),COELHO Arnaldo (BRA),278,2408,no,0
1978,07 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,IR Iran,1,Scotland,NA,7938,NDIAYE Youssou (SEN),RAINEA Nicolae (ROU),COELHO Arnaldo (BRA),278,2408,yes,1
1978,10 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Poland,3,Mexico,NA,22651,NAMDAR Jafar (IRN),ERIKSSON Ulf (SWE),CORVER Charles (NED),278,2431,yes,1
1978,10 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Mexico,1,Poland,NA,22651,NAMDAR Jafar (IRN),ERIKSSON Ulf (SWE),CORVER Charles (NED),278,2431,no,0
1978,02 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Tunisia,3,Mexico,NA,17396,GORDON John (SCO),DUBACH Jean (SUI),GONELLA Sergio (ITA),278,2433,yes,1
1978,02 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Mexico,1,Tunisia,NA,17396,GORDON John (SCO),DUBACH Jean (SUI),GONELLA Sergio (ITA),278,2433,no,0
1978,18 Jun 1978 - 13:45,Group B,San Martin,Mendoza,Poland,1,Peru,NA,35288,PARTRIDGE Pat (ENG),CLIVE Thomas (WAL),CORVER Charles (NED),279,2450,yes,1
1978,18 Jun 1978 - 13:45,Group B,San Martin,Mendoza,Peru,0,Poland,NA,35288,PARTRIDGE Pat (ENG),CLIVE Thomas (WAL),CORVER Charles (NED),279,2450,no,0
1978,03 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,Peru,3,Scotland,NA,37927,ERIKSSON Ulf (SWE),GEBREYESUS DIFUE Tesfaye (ERI),MARTINEZ Angel (ESP),278,2451,yes,1
1978,03 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,Scotland,1,Peru,NA,37927,ERIKSSON Ulf (SWE),GEBREYESUS DIFUE Tesfaye (ERI),MARTINEZ Angel (ESP),278,2451,no,0
1978,06 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Poland,1,Tunisia,NA,9624,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),THOMAS Clive (WAL),278,2454,yes,1
1978,06 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Tunisia,0,Poland,NA,9624,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),THOMAS Clive (WAL),278,2454,no,0
1994,17 Jun 1994 - 15:00,Group C,Soldier Field,Chicago,Germany,1,Bolivia,NA,63117,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),337,3049,yes,1
1994,17 Jun 1994 - 15:00,Group C,Soldier Field,Chicago,Bolivia,0,Germany,NA,63117,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),337,3049,no,0
1994,17 Jun 1994 - 19:30,Group C,Cotton Bowl,Dallas,Spain,2,Korea Republic,NA,56247,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337,3050,no,0
1994,17 Jun 1994 - 19:30,Group C,Cotton Bowl,Dallas,Korea Republic,2,Spain,NA,56247,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337,3050,yes,1
1994,18 Jun 1994 - 11:30,Group A,Pontiac Silverdome,Detroit,USA,1,Switzerland,NA,73425,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337,3051,no,0
1994,18 Jun 1994 - 11:30,Group A,Pontiac Silverdome,Detroit,Switzerland,1,USA,NA,73425,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337,3051,yes,1
1994,18 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,Italy,0,Republic of Ireland,NA,75338,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337,3052,no,0
1994,18 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,Republic of Ireland,1,Italy,NA,75338,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337,3052,no,0
1994,18 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,Colombia,1,Romania,NA,91856,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337,3053,no,0
1994,18 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,Romania,3,Colombia,NA,91856,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337,3053,yes,1
1994,19 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Belgium,1,Morocco,NA,61219,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337,3054,yes,1
1994,19 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Morocco,0,Belgium,NA,61219,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337,3054,no,0
1994,19 Jun 1994 - 16:00,Group E,RFK Stadium,Washington Dc,Norway,1,Mexico,NA,52395,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337,3055,yes,1
1994,19 Jun 1994 - 16:00,Group E,RFK Stadium,Washington Dc,Mexico,0,Norway,NA,52395,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337,3055,no,0
1994,19 Jun 1994 - 19:30,Group B,Rose Bowl,Los Angeles,Cameroon,2,Sweden,NA,93194,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337,3056,no,0
1994,19 Jun 1994 - 19:30,Group B,Rose Bowl,Los Angeles,Sweden,2,Cameroon,NA,93194,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337,3056,yes,1
1994,20 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Brazil,2,Russia,NA,81061,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,yes,1
1994,20 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Russia,0,Brazil,NA,81061,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,no,0
1994,20 Jun 1994 - 19:30,Group F,RFK Stadium,Washington Dc,Netherlands,2,Saudi Arabia,NA,50535,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337,3058,yes,1
1994,20 Jun 1994 - 19:30,Group F,RFK Stadium,Washington Dc,Saudi Arabia,1,Netherlands,NA,50535,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337,3058,no,0
1994,21 Jun 1994 - 12:30,Group D,Foxboro Stadium,Boston,Argentina,4,Greece,NA,54456,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337,3059,yes,1
1994,21 Jun 1994 - 12:30,Group D,Foxboro Stadium,Boston,Greece,0,Argentina,NA,54456,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337,3059,no,0
1994,21 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,Germany,1,Spain,NA,63113,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337,3060,no,0
1994,21 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,Spain,1,Germany,NA,63113,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337,3060,yes,1
1994,21 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,Nigeria,3,Bulgaria,NA,44132,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337,3061,yes,1
1994,21 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,Bulgaria,0,Nigeria,NA,44132,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337,3061,no,0
1994,22 Jun 1994 - 16:00,Group A,Pontiac Silverdome,Detroit,Romania,1,Switzerland,NA,61428,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337,3062,no,0
1994,22 Jun 1994 - 16:00,Group A,Pontiac Silverdome,Detroit,Switzerland,4,Romania,NA,61428,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337,3062,yes,1
1994,22 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,USA,2,Colombia,NA,93869,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337,3063,yes,1
1994,22 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,Colombia,1,USA,NA,93869,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337,3063,no,0
1994,23 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,Italy,1,Norway,NA,74624,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337,3064,yes,1
1994,23 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,Norway,0,Italy,NA,74624,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337,3064,no,0
1994,23 Jun 1994 - 19:30,Group C,Foxboro Stadium,Boston,Korea Republic,0,Bolivia,NA,54453,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337,3065,no,0
1994,23 Jun 1994 - 19:30,Group C,Foxboro Stadium,Boston,Bolivia,0,Korea Republic,NA,54453,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337,3065,yes,1
1994,24 Jun 1994 - 12:30,Group E,Citrus Bowl,Orlando,Mexico,2,Republic of Ireland,NA,60790,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337,3066,yes,1
1994,24 Jun 1994 - 12:30,Group E,Citrus Bowl,Orlando,Republic of Ireland,1,Mexico,NA,60790,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337,3066,no,0
1994,24 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Brazil,3,Cameroon,NA,83401,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,yes,1
1994,24 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Cameroon,0,Brazil,NA,83401,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,no,0
1994,24 Jun 1994 - 19:30,Group B,Pontiac Silverdome,Detroit,Sweden,3,Russia,NA,71528,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337,3068,yes,1
1994,24 Jun 1994 - 19:30,Group B,Pontiac Silverdome,Detroit,Russia,1,Sweden,NA,71528,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337,3068,no,0
1994,25 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Belgium,1,Netherlands,NA,62387,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337,3069,yes,1
1994,25 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Netherlands,0,Belgium,NA,62387,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337,3069,no,0
1994,25 Jun 1994 - 12:30,Group F,Giants Stadium,New York/New Jersey,Saudi Arabia,2,Morocco,NA,76322,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337,3070,yes,1
1994,25 Jun 1994 - 12:30,Group F,Giants Stadium,New York/New Jersey,Morocco,1,Saudi Arabia,NA,76322,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337,3070,no,0
1994,25 Jun 1994 - 16:00,Group D,Foxboro Stadium,Boston,Argentina,2,Nigeria,NA,54453,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337,3071,yes,1
1994,25 Jun 1994 - 16:00,Group D,Foxboro Stadium,Boston,Nigeria,1,Argentina,NA,54453,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337,3071,no,0
1994,26 Jun 1994 - 12:30,Group D,Soldier Field,Chicago,Bulgaria,4,Greece,NA,63160,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337,3072,yes,1
1994,26 Jun 1994 - 12:30,Group D,Soldier Field,Chicago,Greece,0,Bulgaria,NA,63160,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337,3072,no,0
1994,26 Jun 1994 - 16:00,Group A,Rose Bowl,Los Angeles,USA,0,Romania,NA,93869,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337,3073,no,0
1994,26 Jun 1994 - 16:00,Group A,Rose Bowl,Los Angeles,Romania,1,USA,NA,93869,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337,3073,yes,1
1994,26 Jun 1994 - 16:00,Group A,Stanford Stadium,San Francisco,Switzerland,0,Colombia,NA,83401,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337,3074,no,0
1994,26 Jun 1994 - 16:00,Group A,Stanford Stadium,San Francisco,Colombia,2,Switzerland,NA,83401,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337,3074,yes,1
1994,27 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,Bolivia,1,Spain,NA,63089,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337,3075,no,0
1994,27 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,Spain,3,Bolivia,NA,63089,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337,3075,yes,1
1994,27 Jun 1994 - 16:00,Group C,Cotton Bowl,Dallas,Germany,3,Korea Republic,NA,63998,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337,3076,yes,1
1994,27 Jun 1994 - 16:00,Group C,Cotton Bowl,Dallas,Korea Republic,2,Germany,NA,63998,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337,3076,no,0
1994,28 Jun 1994 - 12:30,Group E,Giants Stadium,New York/New Jersey,Republic of Ireland,0,Norway,NA,72404,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337,3077,no,0
1994,28 Jun 1994 - 12:30,Group E,Giants Stadium,New York/New Jersey,Norway,0,Republic of Ireland,NA,72404,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337,3077,yes,1
1994,28 Jun 1994 - 12:30,Group E,RFK Stadium,Washington Dc,Italy,1,Mexico,NA,52535,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337,3078,no,0
1994,28 Jun 1994 - 12:30,Group E,RFK Stadium,Washington Dc,Mexico,1,Italy,NA,52535,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337,3078,yes,1
1994,28 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Russia,6,Cameroon,NA,74914,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337,3079,yes,1
1994,28 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,Cameroon,1,Russia,NA,74914,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337,3079,no,0
1994,28 Jun 1994 - 16:00,Group B,Pontiac Silverdome,Detroit,Brazil,1,Sweden,NA,77217,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,no,0
1994,28 Jun 1994 - 16:00,Group B,Pontiac Silverdome,Detroit,Sweden,1,Brazil,NA,77217,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,yes,1
1994,29 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Morocco,1,Netherlands,NA,60578,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337,3081,no,0
1994,29 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,Netherlands,2,Morocco,NA,60578,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337,3081,yes,1
1994,29 Jun 1994 - 12:30,Group F,RFK Stadium,Washington Dc,Belgium,0,Saudi Arabia,NA,52959,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337,3082,no,0
1994,29 Jun 1994 - 12:30,Group F,RFK Stadium,Washington Dc,Saudi Arabia,1,Belgium,NA,52959,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337,3082,yes,1
1994,30 Jun 1994 - 19:30,Group D,Foxboro Stadium,Boston,Greece,0,Nigeria,NA,53001,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337,3083,no,0
1994,30 Jun 1994 - 19:30,Group D,Foxboro Stadium,Boston,Nigeria,2,Greece,NA,53001,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337,3083,yes,1
1994,30 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,Argentina,0,Bulgaria,NA,63998,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337,3084,no,0
1994,30 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,Bulgaria,2,Argentina,NA,63998,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337,3084,yes,1
1994,02 Jul 1994 - 12:00,Round of 16,Soldier Field,Chicago,Germany,3,Belgium,NA,60246,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338,3085,yes,1
1994,02 Jul 1994 - 12:00,Round of 16,Soldier Field,Chicago,Belgium,2,Germany,NA,60246,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338,3085,no,0
1994,02 Jul 1994 - 16:30,Round of 16,RFK Stadium,Washington Dc,Spain,3,Switzerland,NA,53121,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338,3086,yes,1
1994,02 Jul 1994 - 16:30,Round of 16,RFK Stadium,Washington Dc,Switzerland,0,Spain,NA,53121,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338,3086,no,0
1994,03 Jul 1994 - 12:00,Round of 16,Cotton Bowl,Dallas,Saudi Arabia,1,Sweden,NA,60277,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338,3087,no,0
1994,03 Jul 1994 - 12:00,Round of 16,Cotton Bowl,Dallas,Sweden,3,Saudi Arabia,NA,60277,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338,3087,yes,1
1994,03 Jul 1994 - 13:30,Round of 16,Rose Bowl,Los Angeles,Romania,3,Argentina,NA,90469,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338,3088,yes,1
1994,03 Jul 1994 - 13:30,Round of 16,Rose Bowl,Los Angeles,Argentina,2,Romania,NA,90469,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338,3088,no,0
1994,04 Jul 1994 - 12:00,Round of 16,Citrus Bowl,Orlando,Netherlands,2,Republic of Ireland,NA,61355,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338,3089,yes,1
1994,04 Jul 1994 - 12:00,Round of 16,Citrus Bowl,Orlando,Republic of Ireland,0,Netherlands,NA,61355,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338,3089,no,0
1994,04 Jul 1994 - 12:30,Round of 16,Stanford Stadium,San Francisco,Brazil,1,USA,NA,84147,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,yes,1
1994,04 Jul 1994 - 12:30,Round of 16,Stanford Stadium,San Francisco,USA,0,Brazil,NA,84147,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,no,0
1994,05 Jul 1994 - 13:00,Round of 16,Foxboro Stadium,Boston,Nigeria,1,Italy,Italy win after extra time,54367,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338,3091,no,0
1994,05 Jul 1994 - 13:00,Round of 16,Foxboro Stadium,Boston,Italy,2,Nigeria,Italy win after extra time,54367,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338,3091,yes,1
1994,05 Jul 1994 - 16:30,Round of 16,Giants Stadium,New York/New Jersey,Mexico,1,Bulgaria,Bulgaria win on penalties (1 - 3),71030,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338,3092,no,0
1994,05 Jul 1994 - 16:30,Round of 16,Giants Stadium,New York/New Jersey,Bulgaria,1,Mexico,Bulgaria win on penalties (1 - 3),71030,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338,3092,yes,1
1994,10 Jul 1994 - 12:30,Quarter-finals,Stanford Stadium,San Francisco,Romania,2,Sweden,Sweden win on penalties (4 - 5),83500,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796,3095,no,0
1994,10 Jul 1994 - 12:30,Quarter-finals,Stanford Stadium,San Francisco,Sweden,2,Romania,Sweden win on penalties (4 - 5),83500,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796,3095,yes,1
1994,10 Jul 1994 - 12:00,Quarter-finals,Giants Stadium,New York/New Jersey,Bulgaria,2,Germany,NA,72000,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796,3096,yes,1
1994,10 Jul 1994 - 12:00,Quarter-finals,Giants Stadium,New York/New Jersey,Germany,1,Bulgaria,NA,72000,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796,3096,no,0
1994,09 Jul 1994 - 12:00,Quarter-finals,Foxboro Stadium,Boston,Italy,2,Spain,NA,53400,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796,3097,yes,1
1994,09 Jul 1994 - 12:00,Quarter-finals,Foxboro Stadium,Boston,Spain,1,Italy,NA,53400,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796,3097,no,0
1994,09 Jul 1994 - 14:30,Quarter-finals,Cotton Bowl,Dallas,Netherlands,2,Brazil,NA,63500,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,no,0
1994,09 Jul 1994 - 14:30,Quarter-finals,Cotton Bowl,Dallas,Brazil,3,Netherlands,NA,63500,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,yes,1
1994,13 Jul 1994 - 16:30,Semi-finals,Rose Bowl,Los Angeles,Sweden,0,Brazil,NA,91856,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,no,0
1994,13 Jul 1994 - 16:30,Semi-finals,Rose Bowl,Los Angeles,Brazil,1,Sweden,NA,91856,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,yes,1
1994,13 Jul 1994 - 16:00,Semi-finals,Giants Stadium,New York/New Jersey,Bulgaria,1,Italy,NA,74110,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461,3100,no,0
1994,13 Jul 1994 - 16:00,Semi-finals,Giants Stadium,New York/New Jersey,Italy,2,Bulgaria,NA,74110,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461,3100,yes,1
1994,16 Jul 1994 - 12:30,Match for third place,Rose Bowl,Los Angeles,Sweden,4,Bulgaria,NA,91500,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460,3103,yes,1
1994,16 Jul 1994 - 12:30,Match for third place,Rose Bowl,Los Angeles,Bulgaria,0,Sweden,NA,91500,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460,3103,no,0
1994,17 Jul 1994 - 12:30,Final,Rose Bowl,Los Angeles,Brazil,0,Italy,Brazil win on penalties (3 - 2),94194,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,no,0
1994,17 Jul 1994 - 12:30,Final,Rose Bowl,Los Angeles,Italy,0,Brazil,Brazil win on penalties (3 - 2),94194,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,yes,1
1998,10 Jun 1998 - 17:30,Group A,Stade de France,Saint-Denis,Brazil,2,Scotland,NA,80000,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,yes,1
1998,10 Jun 1998 - 17:30,Group A,Stade de France,Saint-Denis,Scotland,1,Brazil,NA,80000,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,no,0
1998,10 Jun 1998 - 21:00,Group A,La Mosson,Montpellier,Morocco,2,Norway,NA,29800,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014,8725,no,0
1998,10 Jun 1998 - 21:00,Group A,La Mosson,Montpellier,Norway,2,Morocco,NA,29800,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014,8725,yes,1
